Christ for Life Manchester, Christ Evangelical Ministries Building,, 1294 – 1296 Ashton Old Road, , Manchester, Lancashire, M11 1JG, 53.4726189, -2.1624418 
Living Water Parish Tooting, 1st Floor, 54 Tooting High Street, , Tooting, London, SW17 0RN, 51.4273895, -0.1691887 
Rose of Sharon North Woolwich, IBIS Styles Hotels, London EXCEL, 272-283 Victoria Road, London, London, E16 3BY, 51.5100933, 0.0281713 
Overcomers House Chippenham, Rotary Hall, 16 Stationhill, , Chippenham, Wiltshire, SN15 1EG, 51.4609288, -2.1173763 
Abundant Life church Cheltenham, Salvation Army Community Hall, 39 Bath Road, Cheltenham, Cheltenham, Gloucestershire, GL53 7HG, 51.8976041, -2.0729088 
City of Favour Leicester, 21/23 Wanlip Street, Leicester, , Leicester, Leicestershire, LE1 2JS, 52.6432382, -1.1255275 
Adventures of Faith Crayford, Unit 8 Optima Park, Thames Road, Crayford, Crayford, Kent, DA1 4QX, 51.4623289, 0.190806 
City of His Grace Northfleet, The Mercy Centre, Rose Street, , Northfleet, Kent, DA11 9EQ, 51.4453621, 0.3278062 
Covenant Restoration Assembly Sandwell, St Albans Community Association, St Albans Road, Smethwick, Sandwell, West Midlands, B67 7NL, 52.49679, -1.9811906 
Covenant Restoration Assembly Worcester, Vesta Tilley House Lowesmoor, Worcester, Worcester, Worcester, Worcestershire, WR1 2RS, 52.1951779, -2.2172075 
Fountain of Prayer Canning Town, Deliverance House, 2, Beeby Road, Custom House Canning Town, London, London, E16 1QJ, 51.5166639, 0.0241824 
Abundant Grace Tabernacle Barnsley, Greenacre School,, Keresforth Hill Road, Barnsley, Barnsley, South Yorkshire, S70 6RG, 53.5432557, -1.4989407 
Grace Chapel Chesterfield, 89, New Square, Market Place, Chesterfield, Derbyshire, S40 1PH, 53.2359505, -1.430709 
Light Tower Parish Grimsby, 1 Newbury Terrace, Great Coates, , Grimsby, Lincolnshire, DN37 9NF, 53.5756981, -0.1279067 
City of Truth Ashton-under-Lyne, 6-8 Old Street, Ashton Town Centre, , Ashton-under -Lyne, Ashton-under -Lyne, OL6 6LB, 53.4886943, -2.0908552 
Praise Embassy Basingstoke, Holiday Inn, Grove Road, , Basingstoke, Hampshire, RG21 3EE, 51.2537578, -1.0799438 
Victory Centre for All Nations Luton, 2 – 4 Mill Street, Luton, , Luton, Bedfordshire, LU1 2NA, 51.8828015, -0.4183234 
Winners Way Loughton, 70 Rainbow Road, Erith, , Loughton, Essex, IG10 2BQ, 51.6543784, 0.0897896 
Holy Ghost Zone Leeds, 31 Ashley Road, , , Leeds, West Yorkshire, LS9 7AJ, 53.8106302, -1.5123581 
Kingdom Light Centre Hatfield, Bishop’s Hatfield Girls’ School Hall, Wood Avenue, , Hatfield, Hertfordshire, AL10 8NL, 51.7588516, -0.2263065 
City of David Walworth Road, 24 Camberwell Road, Camberwell, London, London, London, SE5 0EN, 51.4835027, -0.0946553 
House of Favour Eastbourne, Hampden Park community Centre, Brodrick road, , Eastbourne, East Sussex, BN22 9NR, 50.7984735, 0.2765614 
Mount Zion Old Kent Road, 275 Old Kent Road, London, London, London, London, SE1 5LU, 51.4897311, -0.0790114 
Faith Outreach Christian Centre, London Marriott Hotel, 147 Cromwell Road, , London, London, SW5 0TH, 51.4944162, -0.189799 
Kingdom Life Chapel Edmonton, 287 Fore Street, Edmonton, , Edmonton, London, N9 0PD, 51.6194032, -0.0631392 
House of Mercy Aylesbury, Aylesbury Vale Multicultural Centre, Friarscroft Way, , Ayelsbury, Buckinghamshire, HP20 2TE, 51.8153503, -0.820933 
The Chapel Outreach Norwich, City Academy Norwich, 299 Bluebell Road, , Norwich, Norfolk, NR4 7LP, 52.62793, 1.2478621 
His Majesty Sanctuary Oldham, 34 Bow Street, Off Yorkshire Street, Oldham, Manchester, Greater Manchester, OL1 1SJ, 53.5416669, -2.1076735 
Solution Assembly Newcastle, 1 Ford Street, Off Byker Bank, Byker, Newcastle, , NE6 1LN, 54.9730162, -1.5887885 
Treasure House of God Hemel-Hempstead, Gadebride community centre,, Galley Hill, Rossgate, Hemel Hempstead, Hertfordshire, HP1 3LG, 51.7650587, -0.4897696 
City of David Canterbury, Warnborough College, 18 lower Bridge St, , , , CT1 2LG, 51.2776408, 1.0847843 
Great Shinning Glory Tabernacle Derby, Colombo House, Colombo Street, Derby, , , DE23 8LW, 52.9057852, -1.4671897 
Solution Connections Manchester, 1038-1040 Aston New Road, Clayton, , Manchester, Greater Manchester, M11 4PE., 53.4809437, -2.1678531 
Living Spring Centre Tottenham, Braemar Avenue Baptist Church, Bounds Green, , Tottenham, London, N22 7BY, 51.6001285, -0.1181803 
Precious People Parish Manchester, 6 Harthill Street, , , Manchester, Greater Manchester, M8 8AG, 53.4980107, -2.2466845 
Word of His Power Southend On Sea, 12, Oakhurst Road, South End On Sea, , , SS2 5DT, 51.5499867, 0.7128993 
His Presence Manchester, HIS House, 33 Hilton Street, Salford, Manchester,, Lancashire, M7 2DH, 53.5033479, -2.2602993 
Chapel of Glory International Watford, ASDA Wallmart Community Life Centre ,, Odhams industrial Estate, St Albans Road, Watford,, Hertfordshire, WD24 7RT, 51.6794792, -0.3899365 
Peace and Love Assembly Strood, 11 to 15, High Street, Strood, Medway, Kent, ME2 4AB, 51.3939085, 0.4978153 
Jesus Disciples Centre Newbury, Riverside Community Centre, Rosemoor Gardens, , Newbury, Berkshire, RG14 2FG, 51.4067666, -1.3046257 
Grace Centre Parish Eynsford, Eynsford Village Hall, Eynsford High Street, Dartford, , , DA4 0AA, 51.3693734, 0.2134626 
The Restoration Assembly Sheffield, St. Johns Parish Centre, 21 Housley Park, Sheffield, , , S35 2UE, 53.4647945, -1.4737005 
Honour & Glory Chapel Islington, Sobell Centre, Hornsey Road, Islington, London, , N7 7NY, 51.5591117, -0.1118816 
Unchangeable God Chapel Sydenham, Function Hall Kangley Bridge, Leisure Centre, Kangley Bridge, , Lower Sydenham, London, SE26 5AQ, 51.426152, -0.0355471 
Place of Victory For All Nations Belfast, Blackstaff Chambers, 2 Amelia Street, Belfast, Antrim, Northern Ireland, BT2 7GS, 54.5945296, -5.9332486 
Christ Court Portsmouth, Somerstown  Central, Rivers street Somerstown, Portsmouth, Portsmouth, Hampshire,, PO5 4EZ., 50.795266, -1.0864048 
Faith Foundation Camberwell, 1st Floor – Old Baths, 39 Wells Way, Off Albany Road, Camberwell, Camberwell, London, London, SE5 0PX, 51.4824263, -0.0854394 
Love Assembly Liverpool, The Haigh Building, Maryland Street, Liverpool, Liverpool, Lancashire, L1 9DE, 53.4023109, -2.9719709 
 
Victory House Rochdale, Unit 2, Liley Street, , Rochdale, Greater Manchester, OL16 2AS, 53.6151921, -2.1486291 
Holy Ghost Zone Coventry, 8 Albert Street, Hillfields, Coventry, Coventry, West Midlands, CV1 5HA, 52.4140714, -1.4981263 
Winners Assembly Streatham Common, New Horizon Centre, Centre South Lodge Avenue, Streatham Common, , , CR4 1LT, 51.3999116, -0.1306793 
Life Oasis Hayes, 59 Carfax Road, Hayes, , Hayes, Middlesex, UB34RD, 51.4942694, -0.4171134 
New Life Centre Sutton Coldfield, 30, Mere Green Road, Sutton, Coldfield, , B75 5BT, 52.5874601, -1.8249611 
Apata Irapada Rock of Redemption Camberwell, Rock Of Redemption House, 37-39 PECKHAM High Street, Peckham, London, London, SE15 5EB, 51.4737056, -0.0723984 
Bethel’s Court BexleyHeath, Bexleyheath Scout Hall, 85 Mayplace Road West, , Bexleyheath,, Kent, DA7 4JL, 51.4577314, 0.1506105 
His Royal Majesty House Orpington, Divine Solution Ground, Main Road (St. Paul’s Covenant Restoration Assembly), St Pauls Cray, Orpington, Kent, BR5 3HQ, 51.4019657, 0.1175415 
Jesus Sanctuary Bromley, Glades Bromley, The Pavilion, Kentish Way, Bromley, Kent, BR1 3EF, 51.4033103, 0.0179078 
Amazing Grace Chapel Hull, 71-73 Beverly Road, Hull, Hull, Hull, Kingston Upon Hull, HU3 1XL, 53.7513507, -0.3484001 
Agbo Emi Mimo Elephant & Castle, World Harvest Christian Centre, 25 – 27 RUBY STREET,, off Old Kent Road, London, London, SE15 1LR, 51.4834725, -0.0609973 
Mercy Seat Parish Highwycombe, Hilltop Community Centre, Crest Road, High Wycombe, , , HP11 1UA, 51.6128978, -0.7719822 
Place of Victory For All Nations Swansea, 47B Westbury Street, Swansea, , Swansea, Wales, SA1 4JW, 51.6179913, -3.9590951 
City of Refuge Rickmansworth, Mill End Community Centre, Church Lane, Rickmansworth, Rickmansworth, Hertfordshire, WD3 8HD, 51.6357818, -0.4897178 
Living Truth Parish Ellon Aberdeen, Ellon Community Centre, Schoolhill Road, , Ellon, Aberdeenshire, AB41 9JS, 57.3671068, -2.0715551 
Open Heavens Christian Centre Luton, Purway close, Luton, , Luton, Bedfordshire, LU3 3SR, 51.9169427, -0.4541876 
God’s Love Tabernacle, The Youth Hall, Caterham High School, Clayhall, Barkingside, London, IG5 0QW, 51.5935169, 0.0617862 
Holy Ghost Zone Norwich, The Church Hall, Chatham Street, , Norwich, Norfolk, NR3 3DN, 52.6369165, 1.2901277 
Love Assembly Notting Hill Gate, 23 Peel Precinct, Carlton Vale, London, London, London, NW6 5BS, 51.5334788, -0.1991068 
Redemption Parish Leyton, 49 Grange Park Road, Leyton, , Leyton, London, E10 5ER, 51.5654538, -0.0139799 
City of David Potters Bar, The Clayton Centre, 32 Barnet Road, , Potters Bar, Hertfordshire, EN6 2QU, 51.6909992, -0.178263 
Everlasting Father’s Arena York, Tang Hall Community Centre, Tang Hall, York, York, Yorkshire, YO31 0UG, 53.9602858, -1.0596009 
Bethel Tabernacle, Ellen Brown Centre, 145 Grange Road, Bermondsey, London, London, SE1 3EU, 51.4944734, -0.0753689 
Desire of Nations Wolverhampton, University of Wolverampton, Chaplaincy Centre, , Wolverampton,, West Midlands, WV1 1AD, 52.5914939, -2.1272889 
Jesus is Lord Assembly Gillingham, 69 High Street Lindsay House, Gillingham, , Gillingham, Kent, ME7 1BJ, 51.3875885, 0.5440856 
 
Wisdom Centre Manchester, 41 Byron Street, Eccles, , Salford, West Midlands, M30 0GS, 53.4839938, -2.3491209 
Overcomer’s House Cirencester, Chesterton Primary School Hall, Apsley Road, Cirencester, , , GL7 1SS, 51.7068793, -1.971168 
City of God Watford, The Barn, 1 Watford House Lane, (Opposite The Watford Palace Theatre), Watford,, Hertfordshire, WD18 7SQ, 51.6512381, -0.4132707 
Inspiration House Folkestone, 12-14 Michael Stree, Folkestone, , Folkestone, Kent, CT20 1LL, 51.0823112, 1.1833382 
 
Shining Light Assembly London, 447 Hertford Road, London, , London, London, N9 7DH, 51.6391959, -0.0484942 
On Eagles’ Wings for all Nations Basildon, The Basildon Centre, St Georges Suite – 1st Floor, St Martins Square, Basildon, Essex, SS14 1DL, 51.5704402, 0.4543461 
Real Life Tabernacle West Drayton, Key House, 106 High Street, Yiewsley, West Drayton, Middlesex, UB7 7BQ, 51.5134493, -0.4726971 
Pontypridd Metropolitan Tabernacle, 44, Laura Street, Pontypridd, Wales, , CF37 1NW, 51.5974961, -3.3344615 
Jubilee Christian Centre Wolverhampton, 129 Gough Street, , , Wolverhampton, West Midlands, WV13DD, 52.5850748, -2.1189903 
The Haven Church London, Queensbridge Sports Centre, 30, Holly Street, , london, London, E8 3XW, 51.5425639, -0.0714224 
Winners Pavilion Bexley Heath, Marriott Bexleyheath Hotel, 1 Broadway Bexleyheath, , Bexleyheath, Kent, DA6 7JZ, 51.4549875, 0.1521368 
Zone of Resurrection and Restoration Bexley Heath, Boys Brigade Hall, 174b Broadway, BexleyHeath, BexleyHeath, Kent, DA6 7BT, 51.4573673, 0.1405313 
Peace Arena Erith, St John  Hall, West Street, , Erith, Kent, DA81AN, 51.4855337, 0.1717959 
Victory Assembly Sheffield, Unit 14, Aizlewood Mill, Nursery Street, Sheffield, South Yorkshire, S3 8GG, 53.3884733, -1.4658759 
House of His Glory For All Nations Hornchurch, First Floor, Unit F, Chesham Close, Romford, Hornchurch, Essex, RM7 7PJ, 51.5831505, 0.1728103 
King of Kings Community Centre, Mardyke Community Centre, South Street, , Rainham, Essex, RM13 8PJ, 51.5273478, 0.1685519 
His Kingdom For All Nations London, Kenmont Primary School Hall, Valliere Road, , London, London, NW10 6AL, 51.5316937, -0.2354955 
Living Proof Stockton On Tees, 21Prince Regent Street, Stockton On Tees, , Stockton On Tees, Durham, TS 18 1DB, 54.5633719, -1.3148583 
Great Overcomer Brighton, URC Christian Centre, Saunders Park Rise, , Brighton, West Sussex, BN2 4ES, 50.83959, -0.1234037 
Emmanuel Chapel Kettering, London Road Congregational Church, St Peters Avenue, Behind London Road United Reformed Church, Kettering, Northamptonshire, NN15 6DU, 52.3892959, -0.7169453 
House of Joy Bromley, Ashmole Estate, Tenants Hall, 2 Meadow Road, Oval, Bromley, London, SW8 1QB, 51.4821075, -0.1190821 
